新北投溫泉區,臺北市  北投區中山路、光明路沿線,121.508447,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000848.jpg
大稻埕碼頭,臺北市  大同區環河北路一段,121.508274,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000340.jpg
士林官邸,臺北市  士林區福林路60號,121.530849,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D7/E150/F719/71eb4b56-f771-43bc-856c-2fb265a5cc6e.jpg
國立故宮博物院,臺北市  士林區至善路二段221號,121.5496,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D14/E810/F21/48d66fbd-1ba3-4efd-837a-3767db5f52e0.jpg
北投圖書館,臺北市  北投區光明路251號,121.506343,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D878/E726/F304/2d6e8b50-76ce-4b7e-a795-0357cd6f2b3e.jpg
陽明山溫泉區,臺北市  北投區竹子湖路1之20號,121.547742,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000985.jpg
關渡、金色水岸、八里左岸自行車道,臺北市  北投區關渡,121.465255,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000979.jpg
大安森林公園,臺北市  大安區新生南路以東、信義路3段以南,121.5362,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D11/E257/F345/546f42a1-cbfb-49fc-b4d8-c33f1c44190c.jpg
地熱谷,臺北市  北投區中山路,121.511592,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003993.jpg
南港山系-象山親山步道,臺北市  信義區信義路五段150巷,121.571970,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11001481.jpg
艋舺龍山寺,臺北市  萬華區廣州街211號,121.499962,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D226/E920/F665/1f26af86-e907-44c9-b4d7-5c498dacfc6c.jpg
行天宮,臺北市  中山區民權東路2段109號,121.533838,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D509/E14/F983/d5f49ce0-139c-4e8b-81cf-39e2b32e79bf.jpg
梅庭,臺北市  北投區中山路6號,121.508682,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D931/E93/F956/374f6b31-840b-407f-82b7-e6f70d4d0c49.JPG
中正紀念堂,臺北市  中正區中山南路21號,121.52194,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000375.jpg
台北探索館,臺北市  信義區市府路1號1-4樓,121.56376,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D6/E578/F270/f6f669d9-997f-48c0-845a-be267b3d6ad5.jpg
二格山系-指南宮貓空親山步道,臺北市  文山區指南路三段33巷,121.581059,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002820.jpg
北投溫泉博物館,臺北市  北投區中山路二號,121.507153,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000382.jpg
琉園水晶博物館(暫時休館),臺北市  北投區中央北路四段515巷16號,121.468942,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000813.jpg
華山1914文化創意產業園區,臺北市  中正區八德路1段1號,121.52887,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000956.jpg
長榮海事博物館,臺北市  中正區中山南路11號,121.518770,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002524.jpg
台北101,臺北市  信義區信義路5段7號,121.564837,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000361.jpg
袖珍博物館,臺北市  中山區建國北路1段 96 號 B1,121.536287,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000762.jpg
新店溪、大漢溪與淡水河自行車道,臺北市  萬華區華中二疏散門入口,121.504196,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000980.jpg
北投公園,臺北市  北投區中山路2號,121.507289,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D0/E196/F761/d15e55ea-c2a2-41cf-a931-42adab2bb739.jpg
台北霞海城隍廟,臺北市  大同區迪化街1段61號,121.510085,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000930.jpg
國父紀念館,臺北市  信義區仁愛路4段505號,121.560314,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000358.jpg
陽明山國家公園,臺北市  士林區竹子湖路1-20號(陽明山國家公園管理處),121.547742,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003994.JPG
臺北市立動物園,臺北市  文山區新光路二段30號,121.58211,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003997.JPG
碧湖公園,臺北市  內湖區內湖路2段175號,121.581244,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002936.jpg
基隆河左、右岸親水,臺北市  士林區基隆河左、右岸,121.530239,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000840.jpg
大湖公園,臺北市  內湖區成功路5段31號,121.60231,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D727/E874/F732/1f40db60-ded0-416a-976e-baeea0464d8e.jpg
臺北忠烈祠,臺北市  中山區北安路139號,121.5330,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000791.jpg
關渡碼頭-甘豆門,臺北市  北投區關渡碼頭,121.461523,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000838.jpg
社子島環島與二重疏洪道自行車道,臺北市  士林區延平北路七段,121.503137,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000846.jpg
七星山系-天母古道親山步道,臺北市  士林區中山北路7段232巷,121.534101,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000377.jpg
台北當代藝術館,臺北市  大同區長安西路39號,121.51892,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000735.jpg
光點臺北,臺北市  中山區中山北路2段18號,121.522450,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000394.jpg
臺北市立美術館,臺北市  中山區中山北路3段181號,121.524340,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D532/E822/F530/e168789d-2c35-4c18-af07-04185601e3da.jpg
行天宮北投分宮-忠義廟,臺北市  北投區中央北路4段18巷50號,121.47744,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002395.jpg
景美溪左、右岸自行車道,臺北市  文山區木柵路,121.587451,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000844.jpg
國立歷史博物館,臺北市  中正區南海路49號,121.51121,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000725.jpg
冷水坑溫泉區,臺北市  士林區菁山路101巷170號,121.56286,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000851.jpg
西門紅樓,臺北市  萬華區成都路10號,121.506885,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D237/E878/F721/4079be28-42bc-4153-aebd-6a1cbea84d5e.jpg
松山慈祐宮,臺北市  松山區八德路4段761號,121.57774,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000935.jpg
關渡宮,臺北市  北投區知行路360號,121.464010,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000948.jpg
北投文物館,臺北市  北投區幽雅路32號,121.51479,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D330/E107/F267/f51c663d-f50a-4691-9c6b-e578afea70d3.jpg
內溝溪景觀生態步道,臺北市  內湖區康樂街,121.62398,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11003130.jpg
二二八和平公園,臺北市  中正區臺北市懷寧街、襄陽路、公園路、凱達格蘭大道口,121.515468,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000788.jpg
國立臺灣科學教育館,臺北市  士林區士商路189號,121.5159,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000729.jpg
指南宮,臺北市  文山區萬壽路115號,121.587087,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000932.jpg
臺北啤酒工廠(原建國啤酒廠),臺北市  中山區八德路2段85號,121.535389,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11000870.jpg
松山文創園區,臺北市  信義區光復南路133號,121.560437,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D26/E563/F587/cdeaa2fb-0f0e-4f4a-a078-170d23520800.jpg
大龍峒保安宮,臺北市  大同區哈密街61號,121.515416,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D775/E454/F120/05e7fcff-c925-4828-8e89-c0bfdd3bfe9c.JPG
雙溪生活水岸,臺北市  士林區士林橋,121.523704,https://www.travel.taipei/d_upload_ttn/sceneadmin/pic/11002566.jpg
陽明山中山樓,臺北市  北投區陽明路2段15號,121.552772,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D370/E882/F626/420c6cf8-45c6-4c31-8e0a-42d44a1a5eac.jpg
臺北市鄉土教育中心(剝皮寮歷史街區),臺北市  萬華區廣州街101號,121.50326,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C1/D75/E624/F107/4192a9df-e1cd-49a5-900f-c392ae6a16f6.jpg
自來水博物館,臺北市  中正區思源街1號,121.530106,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D346/E920/F1/050967e9-15b8-4ff5-89ca-ad4a4d6186a7.jpg
華中河濱公園,臺北市  萬華區萬大路底華中橋旁,121.494840,https://www.travel.taipei/d_upload_ttn/sceneadmin/image/A0/B0/C0/D0/E197/F323/522aa425-345c-4ac4-96b8-b21a33f165ca.JPG
